,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
44,7896,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
45,11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
46,9484,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13
47,9066,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14
48,9085,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14
49,9285,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.14
50,9567,Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
51,9872,Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0,0,0.01,0.12
52,10003,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
53,6484,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.22,0.03,0,0.02,0.26
54,5726,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.03,0.31
55,524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
56,4081,Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0,0.04,0.49
57,2586,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8
58,1038,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0,0.19,1.72
59,1333,My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0,0.18,1.45
60,2827,Rabbids Go Home,DS,2009,Platform,Ubisoft,0.35,0.3,0,0.07,0.72
61,1922,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07
62,1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05
63,2033,Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02
64,2081,Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.17,0.78,0,0.04,1
65,3998,The Price is Right,DS,2008,Misc,Ubisoft,0.46,0,0,0.04,0.5
66,8716,Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.16
67,7026,Shaun White Snowboarding,DS,2008,Sports,Ubisoft,0.21,0,0,0.02,0.23
68,6400,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0,0,0.02,0.27
69,3222,Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,0.31,0.25,0,0.06,0.63
70,3380,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0,0.06,0.6
71,3532,Dogz,DS,2006,Simulation,Ubisoft,0.51,0.02,0,0.04,0.57
72,3612,Catz,DS,2006,Simulation,Ubisoft,0.49,0.02,0,0.04,0.56
73,13364,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.05
74,4160,Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0,0.04,0.47
75,4599,Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42
76,5352,Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,0.32,0,0,0.02,0.34
77,5822,Imagine: Family Doctor,DS,2009,Simulation,Ubisoft,0.28,0.01,0,0.02,0.3
78,5907,John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.04,0,0.02,0.3
79,6240,My Japanese Coach,DS,2008,Misc,Ubisoft,0.25,0,0,0.02,0.28
80,6450,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.04,0,0.02,0.26
81,6639,Scrabble,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03,0.25
82,6813,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
83,6966,The Smurfs 2,DS,2013,Platform,Ubisoft,0,0.21,0,0.02,0.23
84,7665,My Secret World by Imagine,DS,2008,Misc,Ubisoft,0,0.2,0,0,0.2
85,9304,Open Season,DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.14
86,10684,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0,0.01,0.1
87,9626,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01,0.13
88,9897,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
89,11707,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0,0,0.08,0,0.08
90,12161,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.01,0,0.01,0.07
91,12379,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06
92,13621,Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04
93,3212,Just Dance 3,PS3,2011,Misc,Ubisoft,0.33,0.21,0,0.09,0.63
94,4475,Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.12,0,0.06,0.44
95,893,Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93
96,1339,Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44
97,4880,Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0,0.07,0.39
98,383,Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
99,6201,Just Dance 2015,PS3,2014,Misc,Ubisoft,0.12,0.11,0,0.05,0.28
100,1385,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4
101,7260,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22
102,1759,Rocksmith,PS3,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
103,1896,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08
104,2018,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03
105,2067,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1
106,2076,Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.51,0.27,0.05,0.15,1
107,2118,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.42,0.38,0,0.17,0.98
108,2119,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98
109,2327,Call of Juarez: Bound in Blood,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
110,2923,Prince of Persia: The Forgotten Sands,PS3,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7
111,3071,Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.38,0,0.14,0.66
112,3018,Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0,0.1,0.67
113,3055,Shaun White Snowboarding,PS3,2008,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66
114,3915,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.23,0,0.09,0.51
115,3886,Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.25,0,0.09,0.51
116,3921,R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.09,0.51
117,7119,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.23
118,6662,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
119,8541,Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16
120,5308,Racquet Sports,PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.35
121,6322,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.16,0,0.05,0.27
122,5925,Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.13,0,0.05,0.3
123,10177,The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.07,0,0.02,0.11
124,7921,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
125,7835,Armored Core: For Answer,PS3,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19
126,7892,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
127,8419,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0,0.13,0,0.04,0.17
128,8788,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15
129,9600,Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13
130,11873,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
131,840,Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0,0.16,2.03
132,1705,Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.2,0,0.08,1.19
133,1541,Watch Dogs,X360,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28
134,2121,Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0,0.08,0.98
135,2110,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0,0.07,0.98
136,460,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
137,3189,Just Dance 2015,X360,2014,Misc,Ubisoft,0.41,0.16,0,0.06,0.63
138,6447,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0,0.02,0.26
139,1153,Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
140,5228,Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.1,0,0.03,0.36
141,1721,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.37,0,0.1,1.17
142,1825,Rocksmith,X360,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12
143,2044,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01
144,2601,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79
145,2201,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94
146,2179,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0,0.08,0.95
147,2850,Driver: San Francisco,X360,2011,Racing,Ubisoft,0.25,0.39,0,0.08,0.72
148,3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,0.3,0.24,0,0.06,0.61
149,3243,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62
150,4297,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0,0.04,0.46
151,4635,Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.03,0,0.03,0.42
152,5534,The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0,0.03,0.33
153,3333,Fighters Uncaged,X360,2010,Fighting,Ubisoft,0.31,0.24,0,0.06,0.61
154,3406,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07,0.59
155,3427,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.59
156,3655,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0,0.04,0.55
157,6294,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.12,0,0.03,0.27
158,4444,Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44
159,4763,Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.29,0.09,0,0.03,0.41
160,4785,Beowulf: The Game,X360,2007,Action,Ubisoft,0.36,0.01,0,0.03,0.4
161,6767,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0,0.03,0.25
162,5472,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0,0.03,0.33
163,5850,PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.1,0,0.03,0.3
164,6349,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.11,0,0.03,0.27
165,7485,CSI: Deadly Intent,X360,2009,Adventure,Ubisoft,0.1,0.08,0,0.02,0.21
166,9452,The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.09,0,0.01,0.13
167,8357,CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0,0.01,0.17
168,7302,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.22
169,10454,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01,0.1
170,7766,Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19
171,8899,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15
172,8620,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16
173,7948,Star Trek: Legacy,X360,2006,Simulation,Ubisoft,0.14,0.03,0,0.02,0.19
174,10115,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
175,11708,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08
176,8632,Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.01,0.16
177,9134,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14
178,15532,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
179,9896,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12
180,10696,CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0,0.01,0.1
181,11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
182,13391,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0,0.04,0,0,0.05
183,13557,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
184,728,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0,0.31,2.22
185,1122,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0,0.22,1.64
186,2987,Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.57,0.02,0,0.09,0.68
187,5779,Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31
188,3108,Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65
189,3554,XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57
190,3652,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55
191,7327,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
192,5284,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35
193,5451,Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.16,0.13,0,0.04,0.33
194,5626,Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32
195,5650,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32
196,6079,Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29
197,6109,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28
198,6501,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
199,7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
200,7698,Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
201,7753,Sniper Elite,PS2,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
202,14866,Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0,0.03
203,8545,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16
204,9476,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13
205,9509,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13
206,10603,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1
207,11222,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.09
208,4335,Watch Dogs,PC,2014,Action,Ubisoft,0.14,0.26,0,0.05,0.45
209,3249,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0,0.05,0.62
210,2108,Far Cry 3,PC,2012,Shooter,Ubisoft,0.21,0.62,0,0.14,0.98
211,8600,The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16
212,4078,Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.49
213,1322,Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.32,1.45
214,16050,Rayman Raving Rabbids,PC,2006,Misc,Ubisoft,0,0.01,0,0,0.01
215,3072,Rocksmith 2014,PC,2013,Misc,Ubisoft,0.35,0.24,0,0.07,0.66
216,7684,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2
217,8058,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18
218,14222,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0.01,0.03
219,14241,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,0.03
220,15753,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
221,15702,Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02
222,6254,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.05,0.28
223,14246,Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,0.03
224,5621,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.26,0,0.06,0.32
225,16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01
226,10248,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.01,0.11
227,14391,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,0.03,0,0.01,0.03
228,6594,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.26
229,6745,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25
230,13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04
231,14410,Shaun White Skateboarding,PC,2010,Sports,Ubisoft,0,0.03,0,0.01,0.03
232,15798,Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02
233,15525,WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.01,0,0,0.02
234,15575,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
235,11515,Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.01,0.08
236,16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01
237,12838,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05
238,13252,Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05
239,13308,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05
240,13506,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04
241,13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04
242,14056,DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,0.04
243,14943,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02
244,15146,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,0.02,0,0,0.02
245,15232,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02
246,15513,Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0,0.02
247,16013,Call of Juarez,PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01
248,16594,Myst IV: Revelation,PC,2004,Adventure,Ubisoft,0.01,0,0,0,0.01
249,4945,Just Dance 4,WiiU,2012,Misc,Ubisoft,0.22,0.14,0,0.03,0.39
250,9114,Watch Dogs,WiiU,2014,Action,Ubisoft,0.08,0.05,0,0.01,0.14
251,3299,Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.33,0.23,0,0.05,0.61
252,2758,Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.4,0.28,0,0.07,0.75
253,3444,Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.28,0.25,0,0.05,0.58
254,2985,Rayman Legends,WiiU,2013,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68
255,11152,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.04,0,0.01,0.09
256,9146,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.14
257,9666,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0,0.01,0.12
258,11554,Just Dance: Disney Party 2,WiiU,2015,Action,Ubisoft,0.06,0.01,0,0.01,0.08
259,13917,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.02,0.01,0,0,0.04
260,3150,Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0,0.06,0.64
261,4072,Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49
262,4926,Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39
263,8764,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15
264,10129,Funky Barn,3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
265,10730,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0,0.01,0.1
266,13655,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,0.04
